cores,m,k,n,time,GFLOPS
30,10000,10000,10000,1.499304,1333.952001
31,10000,10000,10000,1.503837,1329.931568
31,10000,10000,10000,1.492427,1340.098802
31,10000,10000,10000,1.496944,1336.055228
31,10000,10000,10000,1.493711,1338.947133
31,10000,10000,10000,1.490237,1342.068016
32,10000,10000,10000,1.454628,1374.921956
32,10000,10000,10000,1.421125,1407.335522
32,10000,10000,10000,1.415798,1412.631249
32,10000,10000,10000,1.419326,1409.119420
32,10000,10000,10000,1.428231,1400.334053
33,10000,10000,10000,1.602590,1247.980153
33,10000,10000,10000,1.595948,1253.173779
33,10000,10000,10000,1.584956,1261.864507
33,10000,10000,10000,1.598617,1251.081627
33,10000,10000,10000,1.599582,1250.326325
34,10000,10000,10000,1.629719,1227.205593
34,10000,10000,10000,1.624226,1231.355842
34,10000,10000,10000,1.630712,1226.458107
34,10000,10000,10000,1.629292,1227.527064
34,10000,10000,10000,1.640341,1219.258778
35,10000,10000,10000,1.324338,1510.188682
35,10000,10000,10000,1.366184,1463.931180
35,10000,10000,10000,1.307776,1529.313684
35,10000,10000,10000,1.326255,1508.005059
35,10000,10000,10000,1.331148,1502.462350
36,10000,10000,10000,1.282949,1558.908407
36,10000,10000,10000,1.284424,1557.118030
36,10000,10000,10000,1.273663,1570.274240
36,10000,10000,10000,1.372536,1457.156260
36,10000,10000,10000,1.289275,1551.259802
37,10000,10000,10000,1.276502,1566.782274
37,10000,10000,10000,1.289885,1550.526107
37,10000,10000,10000,1.290159,1550.196700
37,10000,10000,10000,1.284941,1556.491528
37,10000,10000,10000,1.312316,1524.022688
38,10000,10000,10000,1.479783,1351.549330
38,10000,10000,10000,1.487870,1344.203436
38,10000,10000,10000,1.449079,1380.187060
38,10000,10000,10000,1.486194,1345.719620
38,10000,10000,10000,1.479188,1352.093464
39,10000,10000,10000,1.381130,1448.089145
39,10000,10000,10000,1.377361,1452.051763
39,10000,10000,10000,1.532400,1305.141916
39,10000,10000,10000,1.395696,1432.976772
39,10000,10000,10000,1.436158,1392.604192
40,10000,10000,10000,1.181059,1693.395204
40,10000,10000,10000,1.163295,1719.253858
40,10000,10000,10000,1.180333,1694.436923
40,10000,10000,10000,1.170496,1708.677373
40,10000,10000,10000,1.179401,1695.776095
41,10000,10000,10000,1.181942,1692.130323
41,10000,10000,10000,1.174635,1702.656763
41,10000,10000,10000,1.216583,1643.948720
41,10000,10000,10000,1.185358,1687.254642
41,10000,10000,10000,1.177365,1698.709241
42,10000,10000,10000,1.119313,1786.809891
42,10000,10000,10000,1.151450,1736.941021
42,10000,10000,10000,1.120193,1785.406569
42,10000,10000,10000,1.120195,1785.402720
42,10000,10000,10000,1.126121,1776.007381
43,10000,10000,10000,1.119327,1786.788270
43,10000,10000,10000,1.121981,1782.560705
43,10000,10000,10000,1.105067,1809.844301
43,10000,10000,10000,1.107993,1805.065762
43,10000,10000,10000,1.126043,1776.130373
44,10000,10000,10000,1.084848,1843.575680
44,10000,10000,10000,1.089710,1835.351129
44,10000,10000,10000,1.081249,1849.713012
44,10000,10000,10000,1.118430,1788.221215
44,10000,10000,10000,1.105014,1809.932093
45,10000,10000,10000,1.147605,1742.759453
45,10000,10000,10000,1.121759,1782.913728
45,10000,10000,10000,1.128973,1771.521509
45,10000,10000,10000,1.187963,1683.553966
45,10000,10000,10000,1.154069,1732.999156
46,10000,10000,10000,1.321629,1513.284420
46,10000,10000,10000,1.320746,1514.295650
46,10000,10000,10000,1.345861,1486.037485
46,10000,10000,10000,1.333917,1499.344193
46,10000,10000,10000,1.311709,1524.728058
47,10000,10000,10000,1.287851,1552.975072
47,10000,10000,10000,1.326360,1507.886470
47,10000,10000,10000,1.306230,1531.124018
47,10000,10000,10000,1.282667,1559.250640
47,10000,10000,10000,1.301927,1536.184568
48,10000,10000,10000,1.015861,1968.772452
48,10000,10000,10000,1.030588,1940.640582
48,10000,10000,10000,1.039647,1923.730362
48,10000,10000,10000,1.007245,1985.613419
48,10000,10000,10000,1.005205,1989.643644
49,10000,10000,10000,1.020070,1960.649902
49,10000,10000,10000,1.010894,1978.446781
49,10000,10000,10000,1.047352,1909.577866
49,10000,10000,10000,1.025895,1949.517694
49,10000,10000,10000,1.009003,1982.155021
50,10000,10000,10000,1.037225,1928.222148
50,10000,10000,10000,1.036426,1929.708511
50,10000,10000,10000,1.026543,1948.286784
50,10000,10000,10000,1.040299,1922.523360
50,10000,10000,10000,1.028060,1945.412575
51,10000,10000,10000,1.195748,1672.593358
51,10000,10000,10000,1.196319,1671.795480
51,10000,10000,10000,1.183305,1690.181323
51,10000,10000,10000,1.174123,1703.399011
51,10000,10000,10000,1.199011,1668.042005
52,10000,10000,10000,1.000444,1999.112184
52,10000,10000,10000,1.005312,1989.432885
52,10000,10000,10000,1.008714,1982.723525
52,10000,10000,10000,1.008316,1983.505366
52,10000,10000,10000,1.009943,1980.310319
53,10000,10000,10000,1.006805,1986.482874
53,10000,10000,10000,1.017121,1966.334511
53,10000,10000,10000,1.005267,1989.522007
53,10000,10000,10000,1.011772,1976.729679
53,10000,10000,10000,0.997873,2004.262296
54,10000,10000,10000,0.968466,2065.122575
54,10000,10000,10000,0.976647,2047.822793
54,10000,10000,10000,0.971131,2059.453742
54,10000,10000,10000,0.978705,2043.515681
54,10000,10000,10000,0.971121,2059.476346
55,10000,10000,10000,0.978526,2043.889736
55,10000,10000,10000,1.004448,1991.143392
55,10000,10000,10000,0.970676,2060.419997
55,10000,10000,10000,0.985328,2029.780415
55,10000,10000,10000,0.972573,2056.399927
56,10000,10000,10000,0.950441,2104.286302
56,10000,10000,10000,0.953375,2097.811357
56,10000,10000,10000,0.956002,2092.046106
56,10000,10000,10000,1.065040,1877.863913
56,10000,10000,10000,0.967459,2067.270076
57,10000,10000,10000,1.107660,1805.607921
57,10000,10000,10000,1.094627,1827.107008
57,10000,10000,10000,1.118411,1788.252069
57,10000,10000,10000,1.109571,1802.498295
57,10000,10000,10000,1.121286,1783.666730
58,10000,10000,10000,1.156609,1729.193491
58,10000,10000,10000,1.167372,1713.249397
58,10000,10000,10000,1.146097,1745.053616
58,10000,10000,10000,1.189908,1680.802691
58,10000,10000,10000,1.162334,1720.675993
59,10000,10000,10000,1.174123,1703.398457
59,10000,10000,10000,1.171444,1707.295243
59,10000,10000,10000,1.139056,1755.839211
59,10000,10000,10000,1.176326,1700.208891
59,10000,10000,10000,1.141097,1752.698608
60,10000,10000,10000,0.936380,2135.884974
60,10000,10000,10000,0.924308,2163.780733
60,10000,10000,10000,0.904497,2211.173568
60,10000,10000,10000,0.924663,2162.949878
60,10000,10000,10000,0.909649,2198.649386
61,10000,10000,10000,0.899829,2222.644987
61,10000,10000,10000,0.902768,2215.408021
61,10000,10000,10000,0.913927,2188.357600
61,10000,10000,10000,0.903127,2214.527473
61,10000,10000,10000,0.907607,2203.597866
62,10000,10000,10000,1.180260,1694.541878
62,10000,10000,10000,1.144927,1746.836690
62,10000,10000,10000,1.158371,1726.562902
62,10000,10000,10000,1.168925,1710.973958
62,10000,10000,10000,1.175197,1701.842825
63,10000,10000,10000,1.111818,1798.856298
63,10000,10000,10000,1.116953,1790.585159
63,10000,10000,10000,1.163291,1719.259995
63,10000,10000,10000,1.181964,1692.098561
63,10000,10000,10000,1.138019,1757.440016
64,10000,10000,10000,0.895815,2232.604169
64,10000,10000,10000,0.887254,2254.147137
64,10000,10000,10000,0.886902,2255.041797
64,10000,10000,10000,0.894999,2234.638280
64,10000,10000,10000,0.901216,2219.223147
