m,k,n,time,GFLOPS
16000,16000,16000,4.189338,1955.440109
16000,16000,16000,4.151204,1973.403298
16000,16000,16000,4.185437,1957.262781
16000,16000,16000,4.145154,1976.283401
16000,16000,16000,4.164444,1967.129384
16000,16000,16000,4.156683,1970.802009
16000,16000,16000,4.111680,1992.373004
16000,16000,16000,4.183395,1958.218282
16000,16000,16000,4.179443,1960.069708
16000,16000,16000,4.197010,1951.865775
17000,17000,17000,5.045045,1947.653440
17000,17000,17000,4.794935,2049.245726
17000,17000,17000,4.787613,2052.379918
17000,17000,17000,4.818618,2039.173852
17000,17000,17000,4.993779,1967.648148
17000,17000,17000,4.812842,2041.620948
17000,17000,17000,4.982861,1971.959460
17000,17000,17000,4.768424,2060.638695
17000,17000,17000,4.792041,2050.483330
17000,17000,17000,4.765118,2062.068395
18000,18000,18000,5.580066,2090.297705
18000,18000,18000,5.456653,2137.574018
18000,18000,18000,5.467675,2133.265143
18000,18000,18000,5.584943,2088.472403
18000,18000,18000,5.502230,2119.867863
18000,18000,18000,5.508474,2117.464811
18000,18000,18000,5.492073,2123.788260
18000,18000,18000,6.116957,1906.830417
18000,18000,18000,5.488599,2125.132660
18000,18000,18000,5.504463,2119.007837
19000,19000,19000,7.158080,1916.435701
19000,19000,19000,7.182094,1910.027913
19000,19000,19000,7.195786,1906.393600
19000,19000,19000,7.192955,1907.143800
19000,19000,19000,7.176070,1911.631170
19000,19000,19000,7.169170,1913.471173
19000,19000,19000,7.162804,1915.171655
19000,19000,19000,7.171213,1912.925898
19000,19000,19000,7.150831,1918.378548
19000,19000,19000,7.206265,1903.621457
20000,20000,20000,8.141314,1965.284717
20000,20000,20000,8.240430,1941.646142
20000,20000,20000,8.102149,1974.784720
20000,20000,20000,8.251407,1939.063149
20000,20000,20000,8.169903,1958.407643
20000,20000,20000,8.200593,1951.078371
20000,20000,20000,8.234579,1943.025965
20000,20000,20000,8.196500,1952.052736
20000,20000,20000,8.177685,1956.544055
20000,20000,20000,8.147254,1963.851788
