m,k,n,time,GFLOPS
15000,15000,15000,4.214629,1601.564323
16000,16000,16000,5.116710,1601.028871
16000,16000,16000,5.116395,1601.127504
16000,16000,16000,5.113152,1602.143021
16000,16000,16000,5.105494,1604.546135
16000,16000,16000,5.113943,1601.894912
16000,16000,16000,5.110037,1603.119438
16000,16000,16000,5.111040,1602.804838
16000,16000,16000,5.109059,1603.426416
16000,16000,16000,5.115710,1601.341755
16000,16000,16000,5.118340,1600.518934
17000,17000,17000,6.176291,1590.922551
17000,17000,17000,6.273695,1566.222152
17000,17000,17000,6.273439,1566.286047
17000,17000,17000,6.273355,1566.307086
17000,17000,17000,6.265746,1568.209186
17000,17000,17000,6.267392,1567.797201
17000,17000,17000,6.267620,1567.740346
17000,17000,17000,6.176506,1590.866960
17000,17000,17000,6.270666,1566.978635
17000,17000,17000,6.268400,1567.545039
18000,18000,18000,7.439318,1567.885654
18000,18000,18000,7.442287,1567.260221
18000,18000,18000,7.443908,1566.918845
18000,18000,18000,7.442051,1567.309926
18000,18000,18000,7.442540,1567.206928
18000,18000,18000,7.449799,1565.679794
18000,18000,18000,7.444847,1566.721236
18000,18000,18000,7.448176,1566.021014
18000,18000,18000,7.442797,1567.152824
18000,18000,18000,7.446882,1566.293019
19000,19000,19000,8.693553,1577.950891
19000,19000,19000,8.698940,1576.973798
19000,19000,19000,8.697619,1577.213251
19000,19000,19000,8.700318,1576.724001
19000,19000,19000,8.721080,1572.970290
19000,19000,19000,8.700788,1576.638868
19000,19000,19000,8.702957,1576.245955
19000,19000,19000,8.693890,1577.889796
19000,19000,19000,8.694738,1577.735823
19000,19000,19000,8.713571,1574.325845
20000,20000,20000,10.220455,1565.488081
20000,20000,20000,10.228126,1564.313916
20000,20000,20000,10.220419,1565.493584
20000,20000,20000,10.209152,1567.221210
20000,20000,20000,10.256295,1560.017595
20000,20000,20000,10.226825,1564.513012
20000,20000,20000,10.231026,1563.870455
20000,20000,20000,10.227256,1564.447020
20000,20000,20000,10.272976,1557.484460
20000,20000,20000,10.268130,1558.219523
