cores,m,k,n,time,GFLOPS
30,10000,10000,10000,1.340349,1492.148945
31,10000,10000,10000,1.389961,1438.889487
31,10000,10000,10000,1.413731,1414.696046
31,10000,10000,10000,1.432571,1396.090983
31,10000,10000,10000,1.358955,1471.719253
31,10000,10000,10000,1.384713,1444.342176
32,10000,10000,10000,1.299759,1538.746341
32,10000,10000,10000,1.309145,1527.714764
32,10000,10000,10000,1.309791,1526.961523
32,10000,10000,10000,1.327443,1506.655587
32,10000,10000,10000,1.282889,1558.981503
33,10000,10000,10000,1.351087,1480.290067
33,10000,10000,10000,1.271328,1573.158735
33,10000,10000,10000,1.355001,1476.013574
33,10000,10000,10000,1.273586,1570.368973
33,10000,10000,10000,1.278769,1564.004236
34,10000,10000,10000,1.287305,1553.633846
34,10000,10000,10000,1.342847,1489.372489
34,10000,10000,10000,1.343843,1488.269166
34,10000,10000,10000,1.278610,1564.198467
34,10000,10000,10000,1.315373,1520.481214
35,10000,10000,10000,1.240072,1612.809403
35,10000,10000,10000,1.193281,1676.051308
35,10000,10000,10000,1.233550,1621.336691
35,10000,10000,10000,1.238440,1614.934913
35,10000,10000,10000,1.240499,1612.253948
36,10000,10000,10000,1.225142,1632.464018
36,10000,10000,10000,1.247570,1603.116670
36,10000,10000,10000,1.211841,1650.381825
36,10000,10000,10000,1.235941,1618.199681
36,10000,10000,10000,1.238274,1615.151463
37,10000,10000,10000,1.124544,1778.499086
37,10000,10000,10000,1.141975,1751.352208
37,10000,10000,10000,1.119476,1786.549611
37,10000,10000,10000,1.114740,1794.140380
37,10000,10000,10000,1.133317,1764.730825
38,10000,10000,10000,1.213606,1647.981195
38,10000,10000,10000,1.210619,1652.047245
38,10000,10000,10000,1.208955,1654.321676
38,10000,10000,10000,1.219672,1639.784776
38,10000,10000,10000,1.228904,1627.466413
39,10000,10000,10000,1.150925,1737.732375
39,10000,10000,10000,1.184284,1688.783687
39,10000,10000,10000,1.169110,1710.703312
39,10000,10000,10000,1.196558,1671.460298
39,10000,10000,10000,1.171384,1707.382480
40,10000,10000,10000,1.094148,1827.906265
40,10000,10000,10000,1.067868,1872.889947
40,10000,10000,10000,1.094902,1826.647311
40,10000,10000,10000,1.100817,1816.831805
40,10000,10000,10000,1.090831,1833.464663
41,10000,10000,10000,1.097111,1822.969697
41,10000,10000,10000,1.111869,1798.772606
41,10000,10000,10000,1.115209,1793.385383
41,10000,10000,10000,1.125522,1776.953845
41,10000,10000,10000,1.105371,1809.346487
42,10000,10000,10000,1.040354,1922.423007
42,10000,10000,10000,1.045197,1913.515390
42,10000,10000,10000,0.994830,2010.393556
42,10000,10000,10000,1.035856,1930.770011
42,10000,10000,10000,1.040321,1922.483441
43,10000,10000,10000,1.066435,1875.406485
43,10000,10000,10000,1.046019,1912.010820
43,10000,10000,10000,1.046206,1911.669042
43,10000,10000,10000,1.035914,1930.661367
43,10000,10000,10000,1.053755,1897.973904
