m,k,n,time,GFLOPS
15000,15000,15000,2.478087,2723.875493
16000,16000,16000,2.969381,2758.823936
16000,16000,16000,2.971845,2756.536619
16000,16000,16000,2.973012,2755.454457
16000,16000,16000,2.988860,2740.844028
16000,16000,16000,3.000786,2729.951355
16000,16000,16000,2.985014,2744.375559
16000,16000,16000,3.002954,2727.980566
16000,16000,16000,2.992014,2737.954706
16000,16000,16000,2.958885,2768.610133
16000,16000,16000,2.997603,2732.850365
17000,17000,17000,3.652463,2690.239320
17000,17000,17000,3.623482,2711.756372
17000,17000,17000,3.653998,2689.109384
17000,17000,17000,3.597581,2731.279360
17000,17000,17000,3.634530,2703.512879
17000,17000,17000,3.612377,2720.092740
17000,17000,17000,3.631297,2705.920053
17000,17000,17000,3.622860,2712.221851
17000,17000,17000,3.605543,2725.248240
17000,17000,17000,3.625083,2710.558518
18000,18000,18000,4.230290,2757.257653
18000,18000,18000,4.225487,2760.391729
18000,18000,18000,4.228725,2758.278174
18000,18000,18000,4.239753,2751.103887
18000,18000,18000,4.242456,2749.351106
18000,18000,18000,4.228528,2758.406499
18000,18000,18000,4.214281,2767.731666
18000,18000,18000,4.239052,2751.558893
18000,18000,18000,4.250206,2744.337882
18000,18000,18000,4.237930,2752.287300
19000,19000,19000,4.964971,2762.956934
19000,19000,19000,5.063052,2709.433109
19000,19000,19000,5.021458,2731.875698
19000,19000,19000,5.003003,2741.953146
19000,19000,19000,5.064431,2708.695225
19000,19000,19000,4.998542,2744.400536
19000,19000,19000,5.043816,2719.766373
19000,19000,19000,5.030728,2726.841996
19000,19000,19000,5.045712,2718.744137
19000,19000,19000,5.075072,2703.015911
20000,20000,20000,5.751039,2782.106114
20000,20000,20000,5.780616,2767.870929
20000,20000,20000,5.797007,2760.044812
20000,20000,20000,5.795873,2760.585116
20000,20000,20000,5.736920,2788.952937
20000,20000,20000,5.766824,2774.490833
20000,20000,20000,5.795838,2760.601427
20000,20000,20000,5.775866,2770.147424
20000,20000,20000,5.765724,2775.020148
20000,20000,20000,5.782624,2766.910074
