cores,m,k,n,time,GFLOPS
11,10000,10000,10000,1.397556,1431.069923
11,10000,10000,10000,1.393580,1435.152678
12,10000,10000,10000,1.288891,1551.721384
12,10000,10000,10000,1.291970,1548.023585
12,10000,10000,10000,1.287951,1552.854340
12,10000,10000,10000,1.286633,1554.444342
12,10000,10000,10000,1.288422,1552.286562
12,10000,10000,10000,1.289797,1550.631345
12,10000,10000,10000,1.292956,1546.843355
12,10000,10000,10000,1.290721,1549.521907
12,10000,10000,10000,1.290488,1549.801648
12,10000,10000,10000,1.292878,1546.936371
12,10000,10000,10000,1.287309,1553.629015
12,10000,10000,10000,1.289864,1550.550884
