cores,m,k,n,time,GFLOPS
27,10000,10000,10000,1.979885,1010.159844
27,10000,10000,10000,1.975764,1012.266441
27,10000,10000,10000,1.978042,1011.100771
28,10000,10000,10000,1.935493,1033.328378
28,10000,10000,10000,1.920880,1041.189464
28,10000,10000,10000,1.970351,1015.047518
28,10000,10000,10000,1.942469,1029.617385
28,10000,10000,10000,1.950930,1025.151990
29,10000,10000,10000,1.875340,1066.473374
29,10000,10000,10000,1.865762,1071.948160
29,10000,10000,10000,1.862591,1073.773108
29,10000,10000,10000,1.867725,1070.821672
29,10000,10000,10000,1.878395,1064.738674
30,10000,10000,10000,1.917273,1043.148272
30,10000,10000,10000,1.912002,1046.024237
30,10000,10000,10000,1.905204,1049.756312
30,10000,10000,10000,1.904317,1050.245480
30,10000,10000,10000,1.866741,1071.385649
31,10000,10000,10000,1.847193,1082.723797
31,10000,10000,10000,1.832932,1091.147829
31,10000,10000,10000,1.821156,1098.203273
31,10000,10000,10000,1.815246,1101.779030
31,10000,10000,10000,1.820912,1098.350453
32,10000,10000,10000,1.779093,1124.168363
32,10000,10000,10000,1.806812,1106.922144
32,10000,10000,10000,1.739781,1149.570224
32,10000,10000,10000,1.846789,1082.960882
32,10000,10000,10000,1.807925,1106.240306
33,10000,10000,10000,1.708681,1170.493534
33,10000,10000,10000,1.745656,1145.701254
33,10000,10000,10000,1.742545,1147.746398
33,10000,10000,10000,1.764395,1133.533099
33,10000,10000,10000,1.748394,1143.907163
34,10000,10000,10000,1.784319,1120.875552
34,10000,10000,10000,1.752867,1140.988101
34,10000,10000,10000,1.773305,1127.837358
34,10000,10000,10000,1.795921,1113.634804
34,10000,10000,10000,1.775744,1126.288664
35,10000,10000,10000,1.740816,1148.886230
35,10000,10000,10000,1.811156,1104.267404
35,10000,10000,10000,1.734125,1153.319316
35,10000,10000,10000,1.768236,1131.070769
35,10000,10000,10000,1.800348,1110.896322
36,10000,10000,10000,1.708066,1170.915006
36,10000,10000,10000,1.740330,1149.207639
36,10000,10000,10000,1.730786,1155.544609
36,10000,10000,10000,1.778430,1124.587315
36,10000,10000,10000,1.714624,1166.436437
37,10000,10000,10000,1.784603,1120.697564
37,10000,10000,10000,1.732845,1154.171413
37,10000,10000,10000,1.716953,1164.854318
37,10000,10000,10000,1.782139,1122.247111
37,10000,10000,10000,1.757823,1137.771282
38,10000,10000,10000,1.635429,1222.920771
38,10000,10000,10000,1.609096,1242.933918
38,10000,10000,10000,1.616616,1237.152161
38,10000,10000,10000,1.648707,1213.071851
38,10000,10000,10000,1.734151,1153.302297
39,10000,10000,10000,1.607638,1244.061399
39,10000,10000,10000,1.607375,1244.264777
39,10000,10000,10000,1.596603,1252.659696
39,10000,10000,10000,1.579155,1266.500271
39,10000,10000,10000,1.564584,1278.294707
40,10000,10000,10000,1.620953,1233.842122
40,10000,10000,10000,1.632456,1225.148053
40,10000,10000,10000,1.576151,1268.913765
40,10000,10000,10000,1.634786,1223.401572
40,10000,10000,10000,1.640747,1218.957025
41,10000,10000,10000,1.587672,1259.705645
41,10000,10000,10000,1.569233,1274.507662
41,10000,10000,10000,1.530069,1307.130760
41,10000,10000,10000,1.604723,1246.320946
41,10000,10000,10000,1.512376,1322.422363
42,10000,10000,10000,1.634677,1223.483000
42,10000,10000,10000,1.697686,1178.074269
42,10000,10000,10000,1.691456,1182.413598
42,10000,10000,10000,1.692019,1182.019928
42,10000,10000,10000,1.686629,1185.797576
43,10000,10000,10000,1.583003,1263.421757
43,10000,10000,10000,1.555908,1285.422808
43,10000,10000,10000,1.584611,1262.139577
43,10000,10000,10000,1.502677,1330.958203
43,10000,10000,10000,1.584014,1262.614858
44,10000,10000,10000,1.503503,1330.227162
44,10000,10000,10000,1.543812,1295.494381
44,10000,10000,10000,1.479659,1351.662344
44,10000,10000,10000,1.509681,1324.783537
44,10000,10000,10000,1.468319,1362.102217
45,10000,10000,10000,1.668017,1199.028854
45,10000,10000,10000,1.597683,1251.812781
45,10000,10000,10000,1.670426,1197.299098
45,10000,10000,10000,1.646146,1214.958988
45,10000,10000,10000,1.656380,1207.452185
46,10000,10000,10000,1.517529,1317.932089
46,10000,10000,10000,1.507610,1326.603102
46,10000,10000,10000,1.525166,1311.332610
46,10000,10000,10000,1.439661,1389.215881
46,10000,10000,10000,1.524081,1312.266390
47,10000,10000,10000,1.525573,1310.982596
47,10000,10000,10000,1.556520,1284.917763
47,10000,10000,10000,1.478752,1352.491513
47,10000,10000,10000,1.538939,1299.596750
47,10000,10000,10000,1.558688,1283.130203
48,10000,10000,10000,1.446163,1382.970214
48,10000,10000,10000,1.468754,1361.698495
48,10000,10000,10000,1.456771,1372.899732
48,10000,10000,10000,1.462591,1367.436363
48,10000,10000,10000,1.485226,1346.596761
49,10000,10000,10000,1.591724,1256.499251
49,10000,10000,10000,1.592017,1256.267878
49,10000,10000,10000,1.576483,1268.646717
49,10000,10000,10000,1.616875,1236.954214
49,10000,10000,10000,1.588071,1259.389490
50,10000,10000,10000,1.452878,1376.578460
50,10000,10000,10000,1.526477,1310.206175
50,10000,10000,10000,1.446262,1382.875143
50,10000,10000,10000,1.479358,1351.937626
50,10000,10000,10000,1.338870,1493.797085
51,10000,10000,10000,1.517336,1318.099979
51,10000,10000,10000,1.498175,1334.957527
51,10000,10000,10000,1.525078,1311.408580
51,10000,10000,10000,1.530293,1306.938953
51,10000,10000,10000,1.528694,1308.306212
52,10000,10000,10000,1.454626,1374.923897
52,10000,10000,10000,1.415364,1413.063779
52,10000,10000,10000,1.435249,1393.486339
52,10000,10000,10000,1.413077,1415.351361
52,10000,10000,10000,1.421753,1406.714277
53,10000,10000,10000,1.579152,1266.502829
53,10000,10000,10000,1.609141,1242.898848
53,10000,10000,10000,1.600334,1249.739222
53,10000,10000,10000,1.606906,1244.627979
53,10000,10000,10000,1.608419,1243.456799
54,10000,10000,10000,1.477686,1353.467410
54,10000,10000,10000,1.499580,1333.707054
54,10000,10000,10000,1.462112,1367.884594
54,10000,10000,10000,1.443945,1385.094676
