cores,m,k,n,time,GFLOPS
59,10000,10000,10000,1.567342,1276.045570
59,10000,10000,10000,1.556001,1285.345845
59,10000,10000,10000,1.518386,1317.188130
59,10000,10000,10000,1.586230,1260.851056
59,10000,10000,10000,1.515371,1319.808455
60,10000,10000,10000,1.463655,1366.442018
60,10000,10000,10000,1.426250,1402.278964
60,10000,10000,10000,1.452316,1377.111069
60,10000,10000,10000,1.488273,1343.839060
60,10000,10000,10000,1.451235,1378.136648
61,10000,10000,10000,1.489237,1342.969572
61,10000,10000,10000,1.459775,1370.074374
61,10000,10000,10000,1.498672,1334.514669
61,10000,10000,10000,1.523303,1312.936516
61,10000,10000,10000,1.553941,1287.050201
62,10000,10000,10000,1.498885,1334.325278
62,10000,10000,10000,1.485539,1346.312978
62,10000,10000,10000,1.480160,1351.205085
62,10000,10000,10000,1.436012,1392.745968
62,10000,10000,10000,1.433005,1395.668736
63,10000,10000,10000,1.490921,1341.452715
63,10000,10000,10000,1.536429,1301.719557
63,10000,10000,10000,1.572896,1271.539858
63,10000,10000,10000,1.487086,1344.911861
63,10000,10000,10000,1.508347,1325.954831
64,10000,10000,10000,1.425397,1403.118201
64,10000,10000,10000,1.435468,1393.273519
64,10000,10000,10000,1.419238,1409.206734
64,10000,10000,10000,1.434568,1394.148224
64,10000,10000,10000,1.457999,1371.742585
