size,cores,time
10000,46,1.523224
10000,46,1.491619
10000,47,1.479606
10000,47,1.469968
10000,47,1.440852
10000,47,1.453645
10000,47,1.487795
10000,47,1.516977
10000,47,1.486843
10000,47,1.475115
10000,47,1.434494
10000,47,1.477987
10000,48,1.458745
10000,48,1.458160
10000,48,1.447169
10000,48,1.414768
10000,48,1.450644
10000,48,1.442663
10000,48,1.443673
10000,48,1.419211
10000,48,1.451021
10000,48,1.455413
10000,49,1.426001
10000,49,1.432004
10000,49,1.423249
10000,49,1.383924
10000,49,1.475927
10000,49,1.443748
10000,49,1.438234
10000,49,1.430604
10000,49,1.428730
10000,49,1.416514
10000,50,1.391108
10000,50,1.376515
10000,50,1.405945
10000,50,1.412854
10000,50,1.419085
10000,50,1.411379
10000,50,1.374536
10000,50,1.416037
10000,50,1.413288
10000,50,1.364281
10000,51,1.355197
10000,51,1.341405
10000,51,1.388274
10000,51,1.387055
10000,51,1.401904
10000,51,1.360563
10000,51,1.379669
10000,51,1.354880
10000,51,1.410494
10000,51,1.367167
10000,52,1.368998
10000,52,1.374026
10000,52,1.374888
10000,52,1.389495
10000,52,1.356565
10000,52,1.342019
10000,52,1.377520
10000,52,1.335699
10000,52,1.372811
10000,52,1.338049
10000,53,1.365322
10000,53,1.366404
10000,53,1.347552
10000,53,1.310116
10000,53,1.350037
10000,53,1.348781
10000,53,1.325052
10000,53,1.493420
10000,53,1.345416
10000,53,1.319508
10000,54,1.365949
10000,54,1.445266
10000,54,1.345101
10000,54,1.354415
10000,54,1.317029
10000,54,1.303707
10000,54,1.312844
10000,54,1.306983
10000,54,1.315892
10000,54,1.340453
10000,55,1.297277
10000,55,1.324732
10000,55,1.313195
10000,55,1.325609
10000,55,1.312809
10000,55,1.259021
10000,55,1.271941
10000,55,1.313735
10000,55,1.324752
10000,55,1.269255
10000,56,1.316537
10000,56,1.284125
10000,56,1.280617
10000,56,1.313463
10000,56,1.299469
10000,56,1.299601
10000,56,1.300694
10000,56,1.336928
10000,56,1.284530
10000,56,1.275889
10000,57,1.302308
10000,57,1.236196
10000,57,1.269614
10000,57,1.285623
10000,57,1.277345
10000,57,1.242260
10000,57,1.228751
10000,57,1.303192
10000,57,1.303884
10000,57,1.318910
10000,58,1.269634
10000,58,1.226211
10000,58,1.249534
10000,58,1.283381
10000,58,1.279035
10000,58,1.251439
10000,58,1.250880
10000,58,1.219093
10000,58,1.244259
10000,58,1.270310
10000,59,1.213302
10000,59,1.257899
10000,59,1.260694
10000,59,1.206973
10000,59,1.239731
10000,59,1.232984
10000,59,1.237798
10000,59,1.272960
10000,59,1.207027
10000,59,1.253679
10000,60,1.211033
10000,60,1.250975
10000,60,1.205709
10000,60,1.225812
10000,60,1.377101
10000,60,1.263574
10000,60,1.247450
10000,60,1.186295
10000,60,1.242950
10000,60,1.247682
10000,61,1.246602
10000,61,1.241198
10000,61,1.243684
10000,61,1.241410
10000,61,1.190528
10000,61,1.205165
10000,61,1.232188
10000,61,1.178896
10000,61,1.232707
10000,61,1.226812
10000,62,1.187190
10000,62,1.174031
10000,62,1.205523
10000,62,1.215536
10000,62,1.190569
10000,62,1.230085
10000,62,1.221089
10000,62,1.186886
10000,62,1.161776
10000,62,1.164191
10000,63,1.169771
10000,63,1.150279
10000,63,1.188329
10000,63,1.159747
10000,63,1.192994
10000,63,1.157588
10000,63,1.197669
10000,63,1.191917
10000,63,1.224419
10000,63,1.176463
10000,64,1.210829
10000,64,1.171637
10000,64,1.219631
10000,64,1.152907
10000,64,1.206837
10000,64,1.220773
10000,64,1.216003
10000,64,1.211990
10000,64,1.221571
10000,64,1.172209
10000,65,1.162271
10000,65,1.165497
10000,65,1.198774
10000,65,1.203697
10000,65,1.199005
10000,65,1.193206
10000,65,1.164545
10000,65,1.186660
10000,65,1.183991
10000,65,1.185852
10000,66,1.190979
10000,66,1.144653
10000,66,1.186457
10000,66,1.184502
10000,66,1.131358
10000,66,1.129519
10000,66,1.125413
10000,66,1.125156
10000,66,1.156570
10000,66,1.184899
10000,67,1.137216
10000,67,1.104544
10000,67,1.123588
10000,67,1.170645
10000,67,1.180194
10000,67,1.125234
10000,67,1.173229
10000,67,1.120607
10000,67,1.173027
10000,67,1.144534
10000,68,1.173264
10000,68,1.104542
10000,68,1.152716
10000,68,1.124833
10000,68,1.095828
10000,68,1.104195
10000,68,1.130056
10000,68,1.169933
10000,68,1.176455
10000,68,1.103561
10000,69,1.147222
10000,69,1.133041
10000,69,1.145417
10000,69,1.154089
10000,69,1.109121
10000,69,1.104140
10000,69,1.073361
10000,69,1.126076
10000,69,1.127723
10000,69,1.163000
10000,70,1.083852
10000,70,1.093690
10000,70,1.154919
10000,70,1.139219
10000,70,1.148758
10000,70,1.131560
10000,70,1.151212
10000,70,1.139309
10000,70,1.144139
10000,70,1.149937
10000,71,1.094433
10000,71,1.057022
10000,71,1.036188
10000,71,1.053458
10000,71,1.099712
10000,71,1.054992
10000,71,1.032823
10000,71,1.104813
10000,71,1.068237
10000,71,1.065852
10000,72,1.036597
10000,72,1.036693
10000,72,1.023740
10000,72,1.033297
10000,72,1.103227
10000,72,1.072885
10000,72,1.111698
10000,72,1.110362
10000,72,1.089984
10000,72,1.067942
10000,73,1.087308
10000,73,1.107367
10000,73,1.024145
10000,73,1.044884
10000,73,1.100806
10000,73,1.105628
10000,73,1.031198
10000,73,1.068083
10000,73,1.107867
10000,73,1.084723
10000,74,1.064701
10000,74,1.031884
10000,74,1.111242
10000,74,1.065750
10000,74,1.040369
10000,74,1.094210
10000,74,1.097371
10000,74,1.004330
10000,74,1.095373
10000,74,1.096349
10000,75,1.087546
10000,75,1.051198
10000,75,1.016975
10000,75,1.028471
10000,75,1.038230
10000,75,1.049472
10000,75,1.098157
10000,75,1.100771
10000,75,1.104403
10000,75,1.067720
10000,76,1.065644
10000,76,0.990700
10000,76,1.027375
10000,76,1.084508
10000,76,1.086237
10000,76,0.998238
10000,76,1.082428
10000,76,1.044786
10000,76,1.030284
10000,76,1.067717
10000,77,1.010172
10000,77,1.070198
10000,77,1.072217
10000,77,0.976803
10000,77,1.037751
10000,77,1.033464
10000,77,1.076564
10000,77,1.076524
10000,77,1.033939
10000,77,1.031151
10000,78,1.037812
10000,78,1.047915
10000,78,1.023777
10000,78,1.065467
10000,78,1.065112
10000,78,0.987754
10000,78,1.008064
10000,78,1.063166
10000,78,1.032205
10000,78,1.031988
10000,79,1.065654
10000,79,1.054915
10000,79,1.053586
10000,79,1.008172
10000,79,1.003404
10000,79,0.975539
10000,79,1.045308
10000,79,1.028620
10000,79,1.010140
10000,79,1.031629
10000,80,0.974597
10000,80,1.012210
10000,80,0.965727
10000,80,1.011938
10000,80,0.980589
10000,80,1.038051
10000,80,1.012764
10000,80,1.039526
10000,80,1.044492
10000,80,1.044392
10000,81,1.044919
10000,81,1.056008
10000,81,1.015586
10000,81,1.072787
10000,81,0.982915
10000,81,1.032110
10000,81,1.008450
10000,81,1.053097
10000,81,1.041971
10000,81,1.033342
10000,82,0.987586
10000,82,1.044117
10000,82,1.067201
10000,82,1.042148
10000,82,1.043072
10000,82,0.999961
10000,82,0.974618
10000,82,1.042663
10000,82,1.000261
10000,82,0.960888
10000,83,0.964665
10000,83,0.977911
10000,83,0.957993
10000,83,0.997859
10000,83,1.012697
10000,83,0.983299
10000,83,1.023284
10000,83,1.065789
10000,83,0.945244
10000,83,1.025878
10000,84,0.960581
10000,84,0.940411
10000,84,1.036474
10000,84,0.977134
10000,84,1.047962
10000,84,0.960118
10000,84,1.047095
10000,84,1.041788
10000,84,1.035249
10000,84,0.946976
10000,85,1.018977
10000,85,1.028703
10000,85,1.025270
10000,85,0.975041
10000,85,1.030287
10000,85,1.041266
10000,85,1.017376
10000,85,0.948885
10000,85,1.023292
10000,85,0.968710
10000,86,1.009113
10000,86,0.957150
10000,86,1.039338
10000,86,0.946511
10000,86,0.930383
10000,86,1.024003
10000,86,0.942548
10000,86,1.008136
10000,86,1.031152
10000,86,1.011229
10000,87,1.306995
10000,87,1.416730
10000,87,1.273369
10000,87,0.956100
10000,87,0.973375
10000,87,0.977438
10000,87,1.062677
10000,87,0.925905
10000,87,0.918218
10000,87,1.064360
10000,88,0.925214
10000,88,0.947097
10000,88,0.893725
10000,88,0.935582
10000,88,0.986597
10000,88,0.929782
10000,88,0.998361
10000,88,0.959799
10000,88,0.999502
10000,88,0.994315
10000,89,0.903341
10000,89,0.901068
10000,89,0.958677
10000,89,0.950565
10000,89,0.933927
10000,89,0.955599
10000,89,1.009877
10000,89,0.978432
10000,89,0.967778
10000,89,1.021899
10000,90,1.017786
10000,90,0.934568
10000,90,0.982975
10000,90,0.988123
10000,90,0.909186
10000,90,0.920477
10000,90,0.989635
10000,90,0.960332
10000,90,0.992953
10000,90,0.967967
10000,91,0.930404
10000,91,0.891163
10000,91,0.915426
10000,91,0.938059
10000,91,0.987535
10000,91,0.923598
10000,91,1.302264
10000,91,0.925886
10000,91,0.894558
10000,91,0.941491
10000,92,0.972874
10000,92,0.909329
10000,92,0.869599
10000,92,0.881350
10000,92,0.940721
10000,92,0.986674
10000,92,0.923317
10000,92,0.903328
10000,92,0.898204
10000,92,0.941107
10000,93,1.341013
10000,93,0.914910
10000,93,0.948597
10000,93,0.890496
10000,93,0.874698
10000,93,0.934631
10000,93,0.960815
10000,93,0.941783
10000,93,1.064186
10000,93,0.970125
10000,94,0.952413
10000,94,1.126930
10000,94,0.867933
10000,94,0.942537
10000,94,0.917652
10000,94,0.973448
10000,94,0.925904
10000,94,0.905034
10000,94,0.934277
10000,94,0.853381
10000,95,0.920352
10000,95,0.887252
10000,95,0.971268
10000,95,0.903884
10000,95,0.908849
10000,95,0.925437
10000,95,0.919092
10000,95,0.877008
10000,95,0.975083
10000,95,0.918393
10000,96,0.875835
10000,96,0.933202
10000,96,0.875500
10000,96,0.963889
10000,96,0.882404
10000,96,0.960795
10000,96,0.936682
10000,96,0.904153
10000,96,0.908906
10000,96,0.963541
10000,97,0.907334
10000,97,0.989102
10000,97,0.911249
10000,97,0.928746
10000,97,0.938684
10000,97,0.839906
10000,97,0.846650
10000,97,0.873049
10000,97,0.963089
10000,97,0.974595
10000,98,0.942398
10000,98,0.949214
10000,98,0.849876
10000,98,0.962476
10000,98,0.861105
10000,98,0.847697
10000,98,0.865011
10000,98,0.911602
10000,98,0.882368
10000,98,0.991489
10000,99,0.960574
10000,99,0.951222
10000,99,0.852689
10000,99,0.857355
10000,99,0.912868
10000,99,0.828371
10000,99,0.926389
10000,99,0.961185
10000,99,0.864260
10000,99,0.934072
10000,100,0.917944
10000,100,0.879994
10000,100,0.880387
10000,100,0.928232
10000,100,0.937431
10000,100,0.939545
10000,100,0.922466
10000,100,0.961016
10000,100,0.919659
10000,100,0.833268
10000,101,0.846084
10000,101,0.892399
10000,101,0.946156
10000,101,0.903476
10000,101,0.820683
10000,101,0.869062
10000,101,0.838231
10000,101,0.834680
10000,101,0.941538
10000,101,0.930582
10000,102,0.947547
10000,102,0.946180
10000,102,0.964534
10000,102,0.824273
10000,102,0.802302
10000,102,0.815895
10000,102,0.876838
10000,102,0.927076
10000,102,0.919641
10000,102,0.825339
10000,103,0.935912
10000,103,0.940931
10000,103,0.943447
10000,103,0.886089
10000,103,0.868887
10000,103,0.825754
10000,103,0.939433
10000,103,0.921722
10000,103,0.937102
10000,103,0.876447
10000,104,0.811919
10000,104,0.879839
10000,104,0.898014
10000,104,0.921273
10000,104,0.887660
10000,104,0.808500
10000,104,0.920686
10000,104,0.937297
10000,104,0.836432
10000,104,0.871399
10000,105,0.924025
10000,105,0.853996
10000,105,0.956821
10000,105,0.919974
10000,105,0.936812
10000,105,0.863837
10000,105,0.855514
10000,105,0.920165
10000,105,0.908661
10000,105,0.834891
10000,106,0.929096
10000,106,0.915511
10000,106,0.887892
10000,106,0.827663
10000,106,0.860062
10000,106,0.851231
10000,106,0.888177
10000,106,0.933381
10000,106,0.918227
10000,106,0.825045
10000,107,0.930616
10000,107,0.831130
10000,107,0.860774
10000,107,0.909455
10000,107,0.812043
10000,107,0.890556
10000,107,0.804588
10000,107,0.900129
10000,107,0.887920
10000,107,0.936806
10000,108,0.928600
10000,108,0.904617
10000,108,0.849847
10000,108,0.873953
10000,108,0.887144
10000,108,0.922574
10000,108,0.871141
10000,108,0.846345
10000,108,0.919538
10000,108,0.828601
10000,109,0.856902
10000,109,0.917061
10000,109,0.925341
10000,109,0.906106
10000,109,0.911279
10000,109,0.932326
10000,109,0.822776
10000,109,0.922549
10000,109,0.856595
10000,109,0.813243
10000,110,0.914341
10000,110,0.805504
10000,110,0.857037
10000,110,0.936054
10000,110,0.918372
10000,110,0.902638
10000,110,0.811490
10000,110,0.845694
10000,110,0.806330
10000,110,0.864281
10000,111,0.950709
10000,111,0.907235
