size,cores,time
10000,43,3.064740
10000,43,3.062837
10000,43,3.062017
10000,43,3.076720
10000,44,3.000661
10000,44,3.005729
10000,44,3.004439
10000,44,2.997817
10000,44,2.998792
10000,45,2.948036
10000,45,2.935343
10000,45,2.951432
10000,45,2.950834
10000,45,2.955020
10000,46,2.883912
10000,46,2.885965
10000,46,2.890113
10000,46,2.876098
10000,46,2.888390
10000,47,2.817551
10000,47,2.817403
10000,47,2.823853
10000,47,2.815984
10000,47,2.821219
10000,48,2.771752
10000,48,2.770104
10000,48,2.778428
10000,48,2.774591
10000,48,2.774481
10000,49,2.719563
10000,49,2.718025
10000,49,2.719615
10000,49,2.718433
10000,49,2.722352
10000,50,2.666502
10000,50,2.671240
10000,50,2.660663
10000,50,2.668299
10000,50,2.664971
10000,51,2.624857
10000,51,2.621438
10000,51,2.615808
10000,51,2.626300
10000,51,2.626099
10000,52,2.585538
10000,52,2.583486
10000,52,2.585578
10000,52,2.587129
10000,52,2.587509
10000,53,2.525786
10000,53,2.530684
10000,53,2.525018
10000,53,2.536972
10000,53,2.536198
10000,54,2.497697
10000,54,2.495311
10000,54,2.493729
10000,54,2.514653
10000,54,2.491263
10000,55,2.441195
10000,55,2.450563
10000,55,2.438194
10000,55,2.454021
10000,55,2.455710
10000,56,2.417256
10000,56,2.416584
10000,56,2.420643
10000,56,2.413818
10000,56,2.416345
10000,57,2.377464
10000,57,2.375174
10000,57,2.366242
10000,57,2.376095
10000,57,2.374452
10000,58,2.345255
10000,58,2.337045
10000,58,2.331559
10000,58,2.332771
10000,58,2.339876
10000,59,2.306853
10000,59,2.304302
10000,59,2.298140
10000,59,2.306453
10000,59,2.297992
10000,60,2.267083
10000,60,2.269832
10000,60,2.265204
10000,60,2.272333
10000,60,2.275287
10000,61,2.228126
10000,61,2.230295
10000,61,2.230031
10000,61,2.234442
10000,61,2.233708
10000,62,2.208935
10000,62,2.211015
10000,62,2.204212
10000,62,2.348550
10000,62,2.210792
10000,63,2.216243
10000,63,2.165615
10000,63,2.165017
10000,63,2.301435
10000,63,2.169586
10000,64,2.145093
10000,64,2.155579
10000,64,2.145662
10000,64,2.146657
10000,64,2.147549
